EPIC               Kp           Raw CDPP     Everest CDPP      Validation        Outliers       Saturated
203971352          14.940             nan             nan             nan               0               0
203651509          14.168             nan             nan             nan               0               0
204919503          16.128             nan             nan             nan               0               0
204993795          10.953             nan             nan             nan               0               0
202782215          15.334             nan             nan             nan               0               0
204584470          14.762             nan             nan             nan               0               0
203842665          13.889             nan             nan             nan               0               0
204485085          14.807             nan             nan             nan               0               0
203929496          12.587             nan             nan             nan               0               0
202911430          13.809             nan             nan             nan               0               0
205132897          15.536             nan             nan             nan               0               0
204946478          12.149             nan             nan             nan               0               0
205200806          18.048             nan             nan             nan               0               0
203832308          14.706             nan             nan             nan               0               0
202889739           9.263             nan             nan             nan               0               0
202969269          12.569             nan             nan             nan               0               0
204663209          14.333             nan             nan             nan               0               0
205536351          15.069             nan             nan             nan               0               0
202957530          13.537             nan             nan             nan               0               0
205408261          14.342             nan             nan             nan               0               0
205576099          12.457             nan             nan             nan               0               0
205327575           6.767             nan             nan             nan               0               0
205377823          10.272             nan             nan             nan               0               0
203074131          13.975             nan             nan             nan               0               0
204827056          12.401             nan             nan             nan               0               0
205030321          13.960             nan             nan             nan               0               0
204877083          15.535             nan             nan             nan               0               0
203998660          13.399             nan             nan             nan               0               0
203749486          14.987             nan             nan             nan               0               0
204623732          14.096             nan             nan             nan               0               0
203813813           7.599             nan             nan             nan               0               0
204411451          14.757             nan             nan             nan               0               0
204895487          14.424             nan             nan             nan               0               0
203792496          11.003             nan             nan             nan               0               0
203856762          14.998             nan             nan             nan               0               0
203865042          13.812             nan             nan             nan               0               0
205155964          15.028             nan             nan             nan               0               0
204399980           8.822             nan             nan             nan               0               0
203264382          14.228             nan             nan             nan               0               0
202912319          13.553             nan             nan             nan               0               0
203766590          14.791             nan             nan             nan               0               0
204265204          12.631             nan             nan             nan               0               0
205737042          14.916             nan             nan             nan               0               0
205493304          14.266             nan             nan             nan               0               0
203923185          13.962             nan             nan             nan               0               0
205212588          10.400             nan             nan             nan               0               0
202930098          12.351             nan             nan             nan               0               0
205446185          14.910             nan             nan             nan               0               0
202882915          12.164             nan             nan             nan               0               0
203367145          10.397             nan             nan             nan               0               0
203504798          12.409             nan             nan             nan               0               0
202680204          14.571             nan             nan             nan               0               0
203888491          13.783             nan             nan             nan               0               0
205425299          12.503             nan             nan             nan               0               0
204874314          12.021             nan             nan             nan               0               0
203796499          13.430             nan             nan             nan               0               0
205045944          15.069             nan             nan             nan               0               0
204531412          11.058             nan             nan             nan               0               0
202915242          14.627             nan             nan             nan               0               0
210282532          13.000             nan             nan             nan               0               0
204199333          15.323             nan             nan             nan               0               0
203103266          13.500             nan             nan             nan               0               0
205549119          14.442             nan             nan             nan               0               0
204833875          14.053             nan             nan             nan               0               0
203671416          12.105             nan             nan             nan               0               0
203796764          13.532             nan             nan             nan               0               0
203247169          12.094             nan             nan             nan               0               0
204608929          10.530             nan             nan             nan               0               0
203440202          13.269             nan             nan             nan               0               0
204520625          14.573             nan             nan             nan               0               0
202913391           9.996             nan             nan             nan               0               0
203876897           8.442             nan             nan             nan               0               0
204386649          12.530             nan             nan             nan               0               0
204995691          14.554             nan             nan             nan               0               0
203026818          12.699             nan             nan             nan               0               0
203779925          14.033             nan             nan             nan               0               0
202845284          11.921             nan             nan             nan               0               0
204128016          12.006             nan             nan             nan               0               0
204829482          14.870             nan             nan             nan               0               0
205319140          15.684             nan             nan             nan               0               0
204207380          14.296             nan             nan             nan               0               0
204532470          10.441             nan             nan             nan               0               0
204908496          11.669             nan             nan             nan               0               0
205359167          12.380             nan             nan             nan               0               0
204806818          15.472             nan             nan             nan               0               0
203837110          13.325             nan             nan             nan               0               0
205533492          14.753             nan             nan             nan               0               0
203495313          11.690             nan             nan             nan               0               0
205240299          15.365             nan             nan             nan               0               0
205574485          14.237             nan             nan             nan               0               0
204561424          17.021             nan             nan             nan               0               0
203833167          11.250             nan             nan             nan               0               0
204538187          15.428             nan             nan             nan               0               0
205554715          12.190             nan             nan             nan               0               0
204808234          15.310             nan             nan             nan               0               0
204056555          11.557             nan             nan             nan               0               0
205209357          12.458             nan             nan             nan               0               0
205222653          12.489             nan             nan             nan               0               0
205583068          12.085             nan             nan             nan               0               0
204244182          11.370             nan             nan             nan               0               0
203789204          14.573             nan             nan             nan               0               0
203696274          14.359             nan             nan             nan               0               0
203922033          17.645             nan             nan             nan               0               0
202581426          13.878             nan             nan             nan               0               0
205153286          12.851             nan             nan             nan               0               0
204582637          13.673             nan             nan             nan               0               0
205044245          14.533             nan             nan             nan               0               0
205172149          12.572             nan             nan             nan               0               0
203602498          13.832             nan             nan             nan               0               0
204095429           5.973             nan             nan             nan               0               0
203917082          16.121             nan             nan             nan               0               0
203860131          13.478             nan             nan             nan               0               0
205103586          11.735             nan             nan             nan               0               0
204449165          13.041             nan             nan             nan               0               0
205179751          12.339             nan             nan             nan               0               0
205294131          15.522             nan             nan             nan               0               0
204418929          13.912             nan             nan             nan               0               0
203119900          15.183             nan             nan             nan               0               0
204500111          15.540             nan             nan             nan               0               0
203562196          15.409             nan             nan             nan               0               0
205675709          12.363             nan             nan             nan               0               0
205583875          12.397             nan             nan             nan               0               0
203908230          12.407             nan             nan             nan               0               0
202762384          15.162             nan             nan             nan               0               0
203505909          15.160             nan             nan             nan               0               0
203876292          13.693             nan             nan             nan               0               0
202632649          11.562             nan             nan             nan               0               0
204607292          10.786             nan             nan             nan               0               0
204368162          11.534             nan             nan             nan               0               0
202821117          15.113             nan             nan             nan               0               0
205164400          13.964             nan             nan             nan               0               0
204484191          15.403             nan             nan             nan               0               0
202976647           8.514             nan             nan             nan               0               0
202991216          12.800             nan             nan             nan               0               0
202694345          14.181             nan             nan             nan               0               0
204392438          13.011             nan             nan             nan               0               0
203789121          14.356             nan             nan             nan               0               0
204598378          13.817             nan             nan             nan               0               0
203057604          11.581             nan             nan             nan               0               0
202880862          15.093             nan             nan             nan               0               0
204219043          13.781             nan             nan             nan               0               0
203873262          14.675             nan             nan             nan               0               0
203711238          13.161             nan             nan             nan               0               0
204193529          11.027             nan             nan             nan               0               0
204945915          13.420             nan             nan             nan               0               0
205711213          11.647             nan             nan             nan               0               0
204816955          15.609             nan             nan             nan               0               0
202893021          14.068             nan             nan             nan               0               0
204966818          12.673             nan             nan             nan               0               0
203973489          15.114             nan             nan             nan               0               0
205104811          13.120             nan             nan             nan               0               0
204851408          11.847             nan             nan             nan               0               0
202733431          11.921             nan             nan             nan               0               0
205196662          14.315             nan             nan             nan               0               0
202943704          13.003             nan             nan             nan               0               0
203732630          15.009             nan             nan             nan               0               0
205049683          12.109             nan             nan             nan               0               0
204009246          13.597             nan             nan             nan               0               0
203463878          14.385             nan             nan             nan               0               0
205661904          14.775             nan             nan             nan               0               0
202642992          10.793             nan             nan             nan               0               0
204119181          14.734             nan             nan             nan               0               0
204415532          12.048             nan             nan             nan               0               0
203842272          14.686             nan             nan             nan               0               0
205062307          11.678             nan             nan             nan               0               0
203455882          13.155             nan             nan             nan               0               0
202858128          13.180             nan             nan             nan               0               0
202826118          13.389             nan             nan             nan               0               0
202675661          13.293             nan             nan             nan               0               0
204547129          12.239             nan             nan             nan               0               0
202960901           9.580             nan             nan             nan               0               0
204939779          14.152             nan             nan             nan               0               0
205538077          13.474             nan             nan             nan               0               0
203067944          13.818             nan             nan             nan               0               0
205224877          16.030             nan             nan             nan               0               0
203850605          12.345             nan             nan             nan               0               0
204450273          13.670             nan             nan             nan               0               0
205544095          10.953             nan             nan             nan               0               0
203458117          14.178             nan             nan             nan               0               0
205531782          12.196             nan             nan             nan               0               0
204146468          15.415             nan             nan             nan               0               0
202815451          14.653             nan             nan             nan               0               0
203788275          11.980             nan             nan             nan               0               0
205050356          10.588             nan             nan             nan               0               0
202939267          14.509             nan             nan             nan               0               0
204968666          12.473             nan             nan             nan               0               0
204986058          15.017             nan             nan             nan               0               0
204564011          15.121             nan             nan             nan               0               0
204652078          13.410             nan             nan             nan               0               0
203762017          12.175             nan             nan             nan               0               0
204597898          12.178             nan             nan             nan               0               0
203663613          12.756             nan             nan             nan               0               0
205364526          12.914             nan             nan             nan               0               0
204551703          15.084             nan             nan             nan               0               0
204140682          12.615             nan             nan             nan               0               0
204156256          12.111             nan             nan             nan               0               0
205179858          11.546             nan             nan             nan               0               0
205706444          14.743             nan             nan             nan               0               0
204807094          12.524             nan             nan             nan               0               0
204409463          14.893             nan             nan             nan               0               0
205512216          12.297             nan             nan             nan               0               0
204050517          15.106             nan             nan             nan               0               0
204303226          11.744             nan             nan             nan               0               0
203666496          15.172             nan             nan             nan               0               0
205087043          13.258             nan             nan             nan               0               0
204849054          15.787             nan             nan             nan               0               0
204642345          13.208             nan             nan             nan               0               0
203298043          12.536             nan             nan             nan               0               0
203521438          13.743             nan             nan             nan               0               0
202709674          12.529             nan             nan             nan               0               0
203558089          12.080             nan             nan             nan               0               0
203001928          13.040             nan             nan             nan               0               0
204894630          14.586             nan             nan             nan               0               0
204630573          14.231             nan             nan             nan               0               0
204852633          14.679             nan             nan             nan               0               0
202764767          13.846             nan             nan             nan               0               0
205409008          11.910             nan             nan             nan               0               0
204535464           9.356             nan             nan             nan               0               0
204907222          10.654             nan             nan             nan               0               0
202696866          12.101             nan             nan             nan               0               0
203737102          12.144             nan             nan             nan               0               0
203459271          12.337             nan             nan             nan               0               0
204892517          14.182             nan             nan             nan               0               0
204260295          14.198             nan             nan             nan               0               0
204481173          15.215             nan             nan             nan               0               0
204329690          13.635             nan             nan             nan               0               0
203023505          11.670             nan             nan             nan               0               0
202731721          13.253             nan             nan             nan               0               0
203823336           8.184             nan             nan             nan               0               0
203384946          13.092             nan             nan             nan               0               0
202616549          13.959             nan             nan             nan               0               0
204185325          12.520             nan             nan             nan               0               0
205140535          13.476             nan             nan             nan               0               0
203717477          13.807             nan             nan             nan               0               0
205199522          15.191             nan             nan             nan               0               0
202896364          14.328             nan             nan             nan               0               0
205537645          14.401             nan             nan             nan               0               0
205201954          14.219             nan             nan             nan               0               0
204530797          12.437             nan             nan             nan               0               0
205005755          14.723             nan             nan             nan               0               0
203678675          15.314             nan             nan             nan               0               0
203800848          12.363             nan             nan             nan               0               0
202898248          13.554             nan             nan             nan               0               0
205111929          13.244             nan             nan             nan               0               0
203943518           9.950             nan             nan             nan               0               0
204059383          15.642             nan             nan             nan               0               0
203358855          12.525             nan             nan             nan               0               0
204052067          11.797             nan             nan             nan               0               0
204092358          14.462             nan             nan             nan               0               0
204831964          15.867             nan             nan             nan               0               0
202877610          11.489             nan             nan             nan               0               0
205214777          15.472             nan             nan             nan               0               0
203472066          13.305             nan             nan             nan               0               0
203721681          11.591             nan             nan             nan               0               0
205587397          12.974             nan             nan             nan               0               0
203546991          15.267             nan             nan             nan               0               0
204373003          10.826             nan             nan             nan               0               0
203494096          13.419             nan             nan             nan               0               0
202825300          14.690             nan             nan             nan               0               0
202919141          13.098             nan             nan             nan               0               0
203602572          12.203             nan             nan             nan               0               0
205554809          10.575             nan             nan             nan               0               0
205669197          14.254             nan             nan             nan               0               0
203618877          12.436             nan             nan             nan               0               0
204475028          12.107             nan             nan             nan               0               0
203856244          12.437             nan             nan             nan               0               0
203964886          14.996             nan             nan             nan               0               0
203118986          14.885             nan             nan             nan               0               0
203859583          13.972             nan             nan             nan               0               0
204330868          14.661             nan             nan             nan               0               0
204868051          15.250             nan             nan             nan               0               0
204340894          11.755             nan             nan             nan               0               0
202968864          11.700             nan             nan             nan               0               0
205111873          12.518             nan             nan             nan               0               0
205408843          15.657             nan             nan             nan               0               0
204981748          11.837             nan             nan             nan               0               0
204546899          13.625             nan             nan             nan               0               0
202750301          12.515             nan             nan             nan               0               0
202591862          12.499             nan             nan             nan               0               0
203970821          12.462             nan             nan             nan               0               0
203788910          11.706             nan             nan             nan               0               0
204304161          12.532             nan             nan             nan               0               0
202616762          13.316             nan             nan             nan               0               0
202674178          14.328             nan             nan             nan               0               0
205684710          14.487             nan             nan             nan               0               0
203675268          14.959             nan             nan             nan               0               0
205253042          11.267             nan             nan             nan               0               0
203912155          13.565             nan             nan             nan               0               0
205499733          10.480             nan             nan             nan               0               0
204479092          12.129             nan             nan             nan               0               0
202799997          14.027             nan             nan             nan               0               0
205038122          14.081             nan             nan             nan               0               0
204571034          14.871             nan             nan             nan               0               0
203550480          14.509             nan             nan             nan               0               0
205143439          13.426             nan             nan             nan               0               0
203981774          12.527             nan             nan             nan               0               0
203500495          11.057             nan             nan             nan               0               0
202656096          14.406             nan             nan             nan               0               0
204859651          14.611             nan             nan             nan               0               0
205551758          10.539             nan             nan             nan               0               0
205047378           9.407             nan             nan             nan               0               0
203061783          12.211             nan             nan             nan               0               0
204134902          11.978             nan             nan             nan               0               0
203916376          14.523             nan             nan             nan               0               0
203094514          11.920             nan             nan             nan               0               0
204239176          14.142             nan             nan             nan               0               0
202886340          14.129             nan             nan             nan               0               0
203098652          12.927             nan             nan             nan               0               0
203078212          17.953             nan             nan             nan               0               0
204865971          13.894             nan             nan             nan               0               0
203871639          12.269             nan             nan             nan               0               0
203537376          10.452             nan             nan             nan               0               0
204940072          15.980             nan             nan             nan               0               0
204337382          12.368             nan             nan             nan               0               0
205248134          13.698             nan             nan             nan               0               0
204157102          13.176             nan             nan             nan               0               0
204516123          11.975             nan             nan             nan               0               0
205241182          14.059             nan             nan             nan               0               0
204985646          12.489             nan             nan             nan               0               0
205197685          15.362             nan             nan             nan               0               0
202684315          11.596             nan             nan             nan               0               0
205655042          11.614             nan             nan             nan               0               0
203944735          17.568             nan             nan             nan               0               0
205241505          15.300             nan             nan             nan               0               0
204181806          10.658             nan             nan             nan               0               0
205019241          14.362             nan             nan             nan               0               0
203548491          11.260             nan             nan             nan               0               0
203729415          15.046             nan             nan             nan               0               0
203584880          14.064             nan             nan             nan               0               0
203608170          14.414             nan             nan             nan               0               0
202782058          13.745             nan             nan             nan               0               0
205076828          14.745             nan             nan             nan               0               0
203456118          13.086             nan             nan             nan               0               0
204513523          14.881             nan             nan             nan               0               0
203493717          13.939             nan             nan             nan               0               0
205170307          12.283             nan             nan             nan               0               0
205297096          14.025             nan             nan             nan               0               0
203019815          14.031             nan             nan             nan               0               0
205186416          13.620             nan             nan             nan               0               0
203843796          13.037             nan             nan             nan               0               0
202706645          12.820             nan             nan             nan               0               0
203657159          14.222             nan             nan             nan               0               0
204282779          12.251             nan             nan             nan               0               0
204880394          18.384             nan             nan             nan               0               0
204146325          15.484             nan             nan             nan               0               0
205396506          12.796             nan             nan             nan               0               0
204817291          14.625             nan             nan             nan               0               0
203048265          15.959             nan             nan             nan               0               0
203387826          11.566             nan             nan             nan               0               0
205435602          13.666             nan             nan             nan               0               0
203594696          13.953             nan             nan             nan               0               0
202773274          17.409             nan             nan             nan               0               0
204514666          11.787             nan             nan             nan               0               0
205453988          11.136             nan             nan             nan               0               0
203022875          14.027             nan             nan             nan               0               0
202797111           9.680             nan             nan             nan               0               0
202744549          13.653             nan             nan             nan               0               0
203478236          13.930             nan             nan             nan               0               0
205090216          13.671             nan             nan             nan               0               0
205063201          12.823             nan             nan             nan               0               0
204172789          14.448             nan             nan             nan               0               0
205196102          10.928             nan             nan             nan               0               0
205046119          12.718             nan             nan             nan               0               0
204829972          11.538             nan             nan             nan               0               0
202807016          14.673             nan             nan             nan               0               0
203720334          13.910             nan             nan             nan               0               0
202709569          13.528             nan             nan             nan               0               0
204393834          14.864             nan             nan             nan               0               0
205517190          11.020             nan             nan             nan               0               0
202750066          14.016             nan             nan             nan               0               0
205633050          11.887             nan             nan             nan               0               0
205533661          13.410             nan             nan             nan               0               0
203563334          11.857             nan             nan             nan               0               0
204997796          13.509             nan             nan             nan               0               0
202824334          14.497             nan             nan             nan               0               0
203731238          12.567             nan             nan             nan               0               0
204768550          12.100             nan             nan             nan               0               0
204240601          12.176             nan             nan             nan               0               0
202979611          13.306             nan             nan             nan               0               0
204238921          15.005             nan             nan             nan               0               0
205718425          15.176             nan             nan             nan               0               0
204833284          14.806             nan             nan             nan               0               0
203435482          14.441             nan             nan             nan               0               0
205163752          15.849             nan             nan             nan               0               0
204494633          13.809             nan             nan             nan               0               0
204954699          12.372             nan             nan             nan               0               0
204110546          13.648             nan             nan             nan               0               0
205328913          12.420             nan             nan             nan               0               0
203551698          13.660             nan             nan             nan               0               0
202751327          11.766             nan             nan             nan               0               0
204959811          14.779             nan             nan             nan               0               0
204093170          15.423             nan             nan             nan               0               0
202978101          14.624             nan             nan             nan               0               0
205159296          12.522             nan             nan             nan               0               0
202883740          12.305             nan             nan             nan               0               0
205104929          15.573             nan             nan             nan               0               0
204767198          15.651             nan             nan             nan               0               0
203597101          15.903             nan             nan             nan               0               0
205165393          14.544             nan             nan             nan               0               0
204428066          12.494             nan             nan             nan               0               0
203764842           9.355             nan             nan             nan               0               0
203607126          14.254             nan             nan             nan               0               0
202614802          12.460             nan             nan             nan               0               0
204659040          12.210             nan             nan             nan               0               0
202638858          12.166             nan             nan             nan               0               0
202799049          11.935             nan             nan             nan               0               0
203394994          14.147             nan             nan             nan               0               0
205153472          14.912             nan             nan             nan               0               0
202730115          11.437             nan             nan             nan               0               0
203228632          12.501             nan             nan             nan               0               0
203803554          12.647             nan             nan             nan               0               0
204300404          13.033             nan             nan             nan               0               0
204786226          14.481             nan             nan             nan               0               0
205406401          12.543             nan             nan             nan               0               0
205050868          14.976             nan             nan             nan               0               0
205427662          10.061             nan             nan             nan               0               0
203122134          14.844             nan             nan             nan               0               0
205001738          14.139             nan             nan             nan               0               0
204469637          14.112             nan             nan             nan               0               0
202800041          13.823             nan             nan             nan               0               0
203903767          16.347             nan             nan             nan               0               0
205025627          13.325             nan             nan             nan               0               0
205110010          13.077             nan             nan             nan               0               0
204574767          18.169             nan             nan             nan               0               0
202556548          11.821             nan             nan             nan               0               0
